row_id,target_baseflow_collapse_14d,slice_low_baseline
1080720571348882588,0,0
489642894822177683,1,1
827859453431733562,1,1
927519281812145546,0,0
585698474525070669,0,1
298343955745150640,0,1
362600035147262584,1,1
521339032322947004,0,0
1109193450732498486,0,0
370668262540333671,1,1
637851945727730651,0,0
1032800713825941202,1,0
461293749845643374,1,1
1020843278641808486,0,0
387919371361524513,1,1
1070609316366583123,1,1
82425198425899201,1,0
416201902581626364,1,1
403771591360664191,0,0
1113803865036303383,0,1
918025109405294278,0,0
131242688751845566,0,0
937098643408435567,0,0
160426020085388853,0,0
1073637725808984995,1,0
911873377914509776,1,1
643740347950080642,1,1
870352210552027402,1,1
438225789969913067,1,1
69645959861392582,0,0
928487913645389017,0,0
444435906960390584,1,0
913036186010358475,0,1
789976699513619051,0,1
254559901043601812,0,0
764202203545122447,1,1
4879359286241556,1,0
516993104928670027,1,1
181124502985289373,0,0
735085889204947682,1,0
881818197543556230,0,0
1135214573306011639,1,0
500019879352647138,1,1
221813421472505305,1,1
746317217726935894,1,1
755650947126034343,1,1
824594693600710232,0,0
937696897650546655,0,0
933901249317205097,0,0
610175368413533026,1,0
304069147127705882,0,1
29630505371642860,1,1
656632815435204252,0,0
981417135271653398,0,0
938383305832839027,1,1
1145715129067421855,0,0
782067951948488408,1,1
126140878042666920,0,1
749327820160643227,1,1
749673964761281934,0,0
1066026158520395206,1,1
654811766167232264,0,0
921012063627561215,1,1
455804733807385844,1,1
439412665022909325,0,0
759139874973810159,1,1
450987888068875906,1,1
1035274016377999185,0,0
384698108290423731,1,0
148225913139743096,1,1
469776990360907613,0,0
350968927851506726,1,1
426684077064218392,1,1
844046292682049088,1,0
714357749093081052,0,1
907051443658324366,0,0
756809976000963070,1,1
685667783613507107,1,1
97552490601500929,0,0
805418180819334672,0,0
279507763371588455,1,0
17075538704516285,1,0
1090574901662835494,0,0
685773593099226775,1,1
187562420107139204,0,0
1026453581316622274,1,1
278905202579485715,0,1
490574686416320446,1,0
609679192698534741,1,1
627525891803618335,0,1
379743841170325554,1,0
1034237196093045741,1,1
185133752858264581,1,1
1015719681397456918,0,0
959844828099488846,1,0
327721411553899164,1,1
994424234857090126,0,0
662251214005150740,0,0
722992408798401249,1,1
691812946735532695,0,0
909098408681075224,1,1
427498006784219565,0,1
1110828389537136942,0,0
994962317790306174,0,0
202988964766747817,1,1
992148224552467353,0,0
368299102966810128,0,1
558355244142401210,0,0
828370755062442249,0,0
45298817835594026,1,1
1147204230065275728,0,0
881764276901451276,0,0
43105273768487742,0,0
347858408260493477,1,1
458126764239512247,0,1
876662089581294637,0,0
122045409510463470,1,0
870603910637376160,0,0
857170512778771431,1,1
94864171469461284,0,1
577052771638312982,1,1
446936941128832308,1,0
536470368339849650,0,0
499123601515985137,1,0
730246912805636231,1,1
1116205353530327274,0,0
172619495685254036,1,1
116510157205776926,1,1
341121282200777290,1,1
975940072282792900,0,1
993954111767357816,0,0
701123349181659516,0,0
982175137900245974,0,0
132220012374734103,1,1
371285494382427009,0,0
61659629371918826,1,1
130960787754983731,0,0
732107948728014641,0,0
1121982270763093679,0,1
1086168057102360761,0,0
571139050087229349,1,1
448381742537218044,0,0
345846737560564556,0,0
884875602093311369,0,0
566529930397668180,1,1
938216716442073154,1,1
9169212781853911,1,1
993542985916861233,1,0
820530431979457644,0,1
780054531203877260,1,0
271176568357577454,0,0
469366072830190486,0,0
367639909245316315,1,1
1113443987664368689,1,1
996777255049639037,0,0
790647634410298502,0,0
398419985310330548,0,0
764038417194707516,0,0
447215067269765716,1,1
207931083713828935,1,1
215652590834245321,0,1
1087868379060269969,0,1
529947594963027355,0,1
33790759495289224,1,0
343110980458556963,1,1
208439399796004015,1,1
900763249656789526,0,0
1020315409168549475,0,1
732297527998844208,1,1
1098558284775352278,0,0
975142650893329743,1,1
515128655213592559,1,0
262784993306501553,1,0
521576538162915080,0,0
913588738805167893,1,1
900236619415972378,1,1
956635528872597252,0,0
484972552843652032,0,0
500318113173590441,1,1
749470778616098068,0,0
425002581477423459,1,1
934473555513536299,0,0
312159739942309034,0,1
1053431483390192882,0,0
651927082143309543,0,0
321779851301224186,1,1
520449289610634306,0,0
630985339829929934,0,1
568280846718683579,1,1
484882159416720078,0,0
250445518317940425,1,0
906049260369687734,0,0
57238548225075357,0,0
441001012867381575,0,1
576377046564246704,1,1
646874811561354900,0,1
841422819281931034,1,1
60245894115788979,1,1
595206766151754161,0,1
413515933951765258,0,0
428477254936487004,1,1
667540397211082443,1,1
1143724282825844542,1,1
853705313882561046,1,1
1016863524393626220,0,0
706281684143268005,1,0
566882410258187950,1,1
590814155789795033,0,1
307949762354374260,1,0
915722650425807508,1,1
219778913034922431,0,0
911621597509403397,0,1
898266958012580179,1,1
637332970966811009,0,1
364447409021503093,0,0
580482261636980366,1,1
474472245608690357,1,1
836947186327682559,1,1
154237455402177694,0,1
910601900857607076,0,0
839622087059629991,0,0
692997570208862992,1,0
708209550553998628,1,1
292577487581815522,1,0
769657287753503,1,1
48666544088770362,1,1
264370945617162323,0,1
913152172727010940,1,0
319798265441836662,1,1
365938659786133682,1,0
44075480524274324,1,0
70343912212961967,0,0
683014414493421567,0,0
568690433876748962,1,1
331700487393513308,1,1
119548985894283279,0,0
557697059493649091,0,0
541559822871599251,0,0
915309840937901879,0,0
600894494162135238,0,0
929737779775605306,1,1
702732542528411002,0,0
630959085672108685,0,1
775282722791439990,0,0
881291973889827531,1,1
286184079711371939,0,0
972301189434555734,0,0
950855438593351869,1,0
386899016630743155,1,0
297190687770050306,1,0
240234969200430436,1,1
87428889455746265,1,1
927507579359950816,0,0
1097531765398441879,1,1
747965046457371121,1,0
245427761550819670,1,1
491320434616585840,1,1
464116758346294853,0,0
1136706799540750888,1,1
607853509690126256,1,1
635046261770605559,1,1
723079267122394991,0,1
284971482839182758,1,1
1043361248177069349,1,1
357069102094838058,0,0
415910588138994232,1,1
634139169127818847,0,0
184919236393756552,0,0
1126018865647654469,1,0
997692554573435861,0,1
254576089640375077,0,0
218835585249074364,1,1
456901876570468200,1,1
8586995696748505,0,1
415817658455501885,1,1
654871298785739842,1,0
613680133255686736,1,0
975416512012628319,0,0
1067770127510331027,0,0
858786871758476332,0,0
1036164208281162239,0,0
1128095978715601984,1,1
50189747984327263,1,1
73157378180276679,0,1
84953007618322564,1,0
314845343373483854,0,0
104700258706699565,1,0
15280295624284772,1,1
532641871053771979,1,1
949990261823143106,1,0
34812853416789102,1,0
109594321863406513,1,1
1087131632517838835,1,1
8773874211956794,0,0
837086874056029817,1,1
436997799593446908,1,0
1132748380507570090,0,0
928305103001123980,0,0
207279223881706430,1,0
954298183057272680,0,0
40287861964190483,0,0
677150788528267602,0,1
686028297720860119,0,0
535430118644620687,1,1
76274296205273986,0,0
1078135307263112753,0,0
349802881247370174,0,0
762670367385832906,1,1
331294778326692450,1,1
814245133244544018,0,1
341337032566321994,1,1
324600515381735391,0,1
892121270221652514,1,0
702287083178551206,0,0
377478333236085491,0,1
1081526277363637426,0,0
1068755117275181979,0,0
607821394654096204,1,1
565436801945205830,1,1
768744039045510902,1,0
41080963451271328,1,0
63107101143203803,1,1
379948706484345352,1,1
565483500116203060,0,0
829631641216752870,1,1
654221196795221354,0,0
713645813258699853,0,0
24052496417151019,0,0
191609408455325220,1,0
966297540903028265,1,1
11119352356686864,1,1
76985453712104682,0,0
776410230307459479,1,1
989123344973906508,0,0
690325574872373239,0,0
666117996300695240,1,1
1146012721013297112,0,0
820244675107572400,0,0
763608214767532054,0,0
675608235319097218,0,0
911346141219118982,1,0
731328539980713373,0,1
264304593246315444,1,1
788386030727873932,1,0
978528082812690413,1,0
582831384125524937,1,1
488282977571194741,1,0
935285494693425427,0,0
762437603115304453,0,0
50103617518650165,0,0
789780081700363050,1,0
413007168821040926,0,0
11281037057653640,1,0
1077016013474304514,1,1
1024255471098426173,1,0
316880480980060903,1,1
991263182525954562,1,0
743075228723019001,0,0
832536061193028229,0,0
38584923209481224,1,0
127530160491250076,1,0
848896141986318839,1,1
156380065101334471,0,0
820966758945178149,0,0
153225666638147891,1,1
1096214559907205843,1,1
215678754163322684,0,1
707886037498112390,1,1
993127235281360199,1,1
382071518437929704,1,0
872172327681407201,1,1
181763875750894141,1,1
616755154583612983,0,0
1098640121506947814,1,1
833345202589745094,1,0
290394438872772723,1,0
892053303647838923,0,0
535924512671186978,0,0
537471415164206589,1,1
523935399075316651,1,1
35401466742145625,1,1
695927183234325813,0,0
458235551754147529,0,1
1114706057355543514,1,0
602848535074239349,0,0
498840170507255167,0,0
537654722367884118,1,1
420499907557218937,1,1
419179917495129289,0,0
315682469903845295,0,0
532790438066945527,0,0
692410554653615429,1,1
1116941645315821198,1,0
776080635442409131,1,0
160170995985131052,0,0
367087380089811790,1,1
521771632101260155,0,0
672483955251351937,1,1
318074850567592685,1,1
914858799058878210,0,0
133499663100356262,0,0
842979020269017324,1,0
408139304504905584,0,1
735553027628373436,0,1
807972517949422961,1,0
501391931749648770,1,1
628773995335647739,1,1
233149481186476724,1,1
627652011190284057,0,1
970960108894873454,0,0
907041542174979480,1,1
38119666799693342,0,0
164893616947869986,0,0
125689680761402028,0,0
734736503900578035,0,0
1144921356490943313,1,1
405646993979411030,0,0
446656583075249371,0,0
1114074368401413160,1,0
120201810386450827,1,0
219189946436722158,0,0
1054127710012235122,0,1
877633016443643795,0,1
823452583518007807,1,0
1063754877474291260,0,0
751428185373094944,1,1
178993471372404927,1,0
561122242664505873,1,1
483727365593862288,1,1
181033229053483269,1,1
493406478465265699,1,1
102013346061813356,0,1
254480424530983432,0,0
1057009556537507999,1,0
568964124824858070,1,1
816520494281562024,0,0
594662221638239641,0,0
446266928207015084,0,0
753061990824732282,1,1
1092468662809083771,0,1
783999329418506563,0,1
134047906759423000,1,1
1012383956315719921,0,0
1086212843846155884,0,0
444137838533106394,0,0
1050409681153431389,1,1
423486967317421934,0,0
1149205197268276943,1,1
41794418554262666,1,0
801748922201394532,1,0
504701920058235407,0,0
973965473501020768,1,1
87432611443684452,1,1
902580899986855570,1,1
1124790141108510591,1,0
216212504678006391,1,0
187077703652799208,0,1
175411154291393004,0,1
427272545561471194,0,0
779561090960309434,0,0
347024349128004754,1,1
364570723292081941,1,0
427033085916276404,0,0
600172126297299264,0,0
377906543870295079,1,1
32930633099969010,0,0
808943405089652508,0,0
1079049556684292803,1,1
562169020707252360,0,0
312662700188157492,0,0
567100830644316214,0,1
696484335786000058,1,1
156574739694464972,0,0
117918387732958036,0,1
672267652002929629,0,0
875060124763434357,1,1
30491827326239574,1,1
59141567838418037,0,0
763260858503751975,1,1
925453867971015945,0,0
545137226148305753,0,1
482754212317313748,1,1
854172556279775001,1,1
704174384277594938,1,1
959060536506423773,1,0
23200521694970883,1,1
237161610079611340,1,1
1109788882790809701,1,1
758899931357039254,1,0
847723644215756522,0,0
659149400716334525,0,1
433344653727367946,1,1
136176004301687418,0,1
1020055817106440106,1,1
600634288148266333,0,0
930696834831918593,1,1
544605026800460850,0,0
382738982926001100,1,1
522970879726055731,0,0
1111221555909904949,0,0
787013373607511159,0,1
1007116386804023699,1,1
777546401165482295,1,1
1065812934799081741,0,0
895351495726288378,0,0
276419214897308385,0,0
582980064070656091,1,1
378429111891404961,0,0
409053225207856684,1,1
588245211587831007,1,0
43704812930866400,1,0
930885680180264420,0,0
788900447704270863,0,0
940676388056584751,1,1
777135729426307544,1,0
40914882483503917,1,1
1002851033860397862,0,0
408561163631028485,0,1
104069071639572171,0,1
147689194291830279,1,1
1127280988329718129,0,1
634619958320479469,1,0
1134172263433665754,1,1
27094793510985807,0,1
56393808952622945,0,0
45627462029993948,0,0
933785990287102554,0,0
432536294697100151,1,1
932483919519439930,1,1
468762127979243629,0,0
180769264318414543,0,0
757302582361252115,0,0
246976089922558409,1,1
42345801077898098,1,1
42211349827136127,0,0
885752938950661751,0,1
522807883329116278,0,0
676948379658971265,0,0
369944400212211011,1,1
1090797270238533347,1,1
1040818958427657269,1,0
461403776206086576,0,0
375653899689371320,0,0
246617411552040240,0,1
249862029952687357,1,0
321857675584590989,1,1
160357878888197822,0,0
488639505175398006,0,1
1027382901633176706,0,0
805791125485833384,0,0
8339564064999611,0,0
25742428687345980,0,0
237563874875170093,0,0
476382033901887023,0,0
1060475420881020926,1,1
58205487989617146,1,1
648465695682311654,0,0
448996873838290405,1,1
927358879953313232,0,0
690374540427980287,0,1
731515477017629993,1,1
385606108691171166,0,0
323499876448760247,1,0
141978697192361884,0,0
1120454008376926635,0,0
519080904638069161,0,1
488724346053518398,0,0
801518605527741618,1,1
162138127453461096,1,1
407235291412874515,1,1
97409665224194190,1,0
126807034634106146,0,0
459227907555398895,1,1
789599323107278865,0,0
267916808851711087,1,1
447412972940398725,0,0
1064960051118045640,1,0
790992584285340009,0,1
782413265921730389,0,1
528435817346539310,0,1
628416653113115754,1,1
939073638497351365,0,0
170833328148142950,0,0
740421576908157986,1,1
283455871140813319,1,1
68533686079797056,0,0
1006395196563930194,1,0
729155761330858469,0,0
625800331924499650,0,0
773962493492832912,0,0
226446666885529011,0,1
390378044239975787,0,0
115235487073902813,0,0
194363295274688255,1,1
16022687208798012,1,1
146783970002988418,0,0
597899249901994332,1,0
998601113060360277,1,1
593510590806492666,0,1
564098617751332237,0,1
267782728531614018,0,0
176490211574919813,1,0
968962981736180657,0,0
943770735304737117,1,1
401811598157981050,1,0
328123699857478090,0,0
192180207144682607,0,1
719211584271422043,0,0
79377362844710127,1,0
808256015888930922,0,1
878336284893302843,1,1
990406192878289852,0,0
480143768822675488,1,1
570687241793091115,0,0
443850604177118904,1,1
405010489362489272,0,0
820722411620973945,1,1
848701825996215815,0,0
370827054365882705,0,0
757016073661287869,1,0
970700336017454593,1,1
548347784250419586,0,0
820181444438019370,0,0
1069374655987207086,0,1
1096100575343787271,1,1
812616131536275692,0,1
307301941532063490,0,0
164905182396313674,0,0
778613885537266289,0,0
793046699342855399,0,0
594291110080628201,0,0
599495245799799413,1,1
972354034607377403,1,1
689599217053505738,0,0
144506034295023542,0,0
253322488416778864,0,1
292591332384182363,0,0
363075610073977806,0,0
608514390913528767,0,1
854593038025353909,1,1
74065483503903798,1,0
288076531190717916,0,0
305121395043997304,0,0
499603936222342530,0,1
256838881458159940,0,0
1097559719172897093,1,0
826877148370533070,0,0
556844705746303085,1,1
1051611697552507058,1,1
855277266526959602,1,1
878605991037025750,0,0
507091173366235297,1,1
837271806158128061,1,1
1105420832331701246,0,1
606068470480009173,0,0
135319494357293640,1,1
853306390709146904,1,1
1118675986806725491,0,0
378653150065016340,0,0
1121653328490900802,0,1
71309118411635410,0,0
995048773128817591,0,0
389086345175000144,1,0
1049962532860742428,0,1
810931456632951579,1,0
870108872401975935,0,1
343687155720234093,1,1
1072840917052616943,1,0
15240803707913417,0,0
200110303828199915,1,0
629249538662672385,1,1
706380601405716183,1,1
379952609482468295,0,0
362287136911182904,0,1
123925282646778470,1,1
596970626004271424,0,0
529615622151736802,0,0
578482083162044870,0,0
1116801388588757648,1,1
629320385812628164,1,1
872870633174261198,0,0
818441970522686215,0,0
229784855939374055,0,0
275356520214763060,1,0
422759173823105079,0,0
806332314576035310,0,1
843537811113808179,0,0
78117573246971906,0,0
716773740943308520,1,1
1132386899340520648,1,1
477928225547902009,0,1
697097000444923153,0,1
632622335892037768,0,0
302976391058543101,1,1
776972996540962298,0,0
722943156152825896,0,0
108489274424271037,1,1
985930120733163514,1,1
100146950733347326,1,0
661758992438705073,0,1
980984749570926497,0,0
27792955585853012,1,1
461663631993802694,1,0
634522173068473366,1,1
208556436186993025,1,0
1028807637444858461,0,1
1028784609875753200,1,1
105617844988373843,0,0
187918214739017355,0,1
1067497302849865998,1,1
375018404423654107,0,1
228173531999518893,0,0
975920869261053163,0,0
177328559148708909,1,1
775819954327859443,1,0
1082167030371402251,0,1
234980751177700403,1,1
759640067708802901,0,0
1113935664346330222,0,1
564576746288506514,0,0
203697771861933983,1,1
7929638457780612,1,0
613958239715087414,1,1
526798783532837120,1,1
320315299042011219,0,0
863827030197421882,1,0
1057486097117699798,1,1
971160511545664196,1,1
122490437269528682,0,0
227373527310174422,1,0
305999949816709635,0,0
237890947741310320,0,0
694872677543323010,0,1
1089177021211782426,0,1
387290047709956756,0,0
1101768727138858243,1,1
1068978412749098433,1,0
397531794845783484,1,1
814831995067770422,0,0
886635379075070896,0,1
1136708638162807381,1,1
27425089527433565,1,1
834493600498486894,1,1
586098279266314808,1,1
1126392093705586242,1,1
1113448566902697154,0,1
772225563984982231,0,1
334099208592381740,1,0
822036157440672161,0,1
619118587992170929,0,0
173411400275206075,1,0
166112194208493926,0,0
502712757663374815,0,0
725983378867922236,0,0
236778093291538780,1,1
1124489586419652443,0,0
768492314545258153,0,1
920764303233575608,0,0
1091839788107570736,0,0
796923243221981402,1,1
360368298508125130,1,0
601862010997139637,0,0
494766456124934333,1,1
140981910655744998,0,1
864947574888792751,0,0
107501716287491429,1,0
167219960724951638,1,1
788852942893255201,1,1
699253294671686320,1,1
165462201132807697,0,0
261746741770884712,0,0
340723571614557557,0,0
475639614085087462,0,0
205977991798713802,1,1
890605976272289706,0,0
389317994383395924,1,1
1008240240810206411,1,0
731189863678807170,1,0
946520994699061502,1,1
596852421545323975,0,0
1034828817819420413,0,0
76165530909077133,0,1
554585693505308185,0,0
653208537611139354,0,0
1058351481848691737,1,0
409529004993020894,0,0
434134338268004014,0,1
21609547361529290,0,0
259897178919965386,0,0
481542991467529937,0,0
913687035846135707,0,1
905199246666792973,1,1
766291061708828156,0,0
675739446876586906,1,1
975091550484986529,1,1
570727740825725304,0,1
139715091895364713,1,1
743794795823227220,0,1
14702655349424205,1,1
887390114302019273,0,0
841945414406783116,0,0
367201443910206682,1,1
841637873722754325,0,0
1043223472438994850,0,0
126450513114715257,1,0
642349369583688539,1,1
855946290012628936,1,0
660058948168992168,1,0
422894387860850989,1,1
828087887802182767,0,0
713108081455709995,1,0
570098108873211190,1,1
289820237752438567,1,1
1058260670640974192,0,0
201569695771828717,1,0
332820623726790995,1,1
1109560815969119028,1,1
711247123923360578,0,1
125607321308271381,1,1
214839074790419458,1,0
178101511842969616,1,1
14623287646578647,0,1
1111872618133467138,1,1
731844122408810332,0,0
764420099276302045,1,1
179817314351143927,0,0
422206339675351575,0,1
200669463929495099,0,1
482329247215729828,1,1
55483472522003746,1,1
125650277810331579,0,0
508877326979520862,1,1
592747198043543969,0,0
765195595663855099,1,1
692524403083320856,1,1
739352548035950001,1,1
71687180264780751,1,1
312164091916005451,0,0
597117854765159554,0,0
147736045731403374,0,1
826611573393019836,0,0
999928302274990342,0,0
1082726251958993794,1,1
693228461256792283,0,0
1099880907304797215,0,1
494932567527280639,0,0
83630878053212789,0,0
912725682037502685,1,0
646303428427352677,1,0
174404288766541542,1,1
717430983291349241,1,1
388075826197940893,1,1
455762373476961804,1,0
730298420279064179,1,0
96044763019379838,0,0
192337850076913095,0,0
89066985560567079,1,1
985721584774238364,1,1
705435413510126858,0,0
38871521857490166,1,1
462863875967360329,0,0
145899449498477805,1,1
812418910181168410,1,1
768859700674490535,1,1
677260044215947016,1,1
955762025206319722,1,1
911753265566602432,1,1
445002290336738621,1,0
623926057254785566,1,1
385233743979374173,1,0
463483295198033678,0,1
698691533571984029,1,0
665426993553213191,0,0
829177732160495041,1,1
767270767927439700,1,1
75416639689983077,0,0
82971771148595795,1,1
365202170198060262,1,1
1078905382115507450,0,0
1065022464399890056,1,1
406863804036748188,1,1
751046475356669418,1,1
818405291055930384,0,0
748273035670356418,1,1
475485691629095751,1,1
256463558761513300,1,1
888286199961729226,0,1
312103534186680899,0,0
99065165610928363,0,0
431910005537638478,1,1
398330016240337281,1,1
205401273093292261,0,1
28716074187274699,1,1
325179722603504453,0,0
1009867398654112426,0,0
126579999426300964,0,0
349972309745696734,0,1
720891416102682769,0,0
944635804314375877,1,1
156567969254469865,0,0
762209907643066821,0,0
840904610573121465,0,1
1056084905113924815,1,1
289736625513400450,0,0
719534599682771570,1,0
442994526203628725,0,0
56755802164701645,1,1
823731765955012318,1,1
658101477365001457,1,1
222340027027780091,1,0
665609469941334286,0,0
802765406396378579,1,1
1114125038305889955,1,1
322747737535484210,1,1
480557994262705491,1,1
859827200659243200,0,0
1055997171570392335,0,0
613495347333426034,0,0
248750444229457614,1,1
393039601391435845,0,0
281436171186073040,1,0
170051732297649985,1,0
1039061745113323502,0,0
605932920123345251,1,1
205458607874604603,0,1
567102787074402114,1,0
721207373872987677,1,1
859228142836964465,1,1
401514945436818017,1,0
872877776354623942,1,1
990701802611003212,1,1
817860126023377850,0,1
720959182645360466,0,0
1107354512445486847,0,1
110254143756985109,0,0
904803259224709973,1,1
547899236779406675,0,0
701930160103533018,0,1
6981419606309562,0,0
392963814288628675,1,0
408183920554447902,1,1
742459793404065549,0,0
409903456329084960,0,0
1117141876750104286,1,0
525653332731655857,0,0
1115075102096840743,0,0
553187584283255034,1,1
983355693735077806,0,1
834890305954443603,0,1
235901935998053215,0,0
860386849975631459,0,1
121106130606516392,0,0
552442725768554800,0,0
207594308489950239,0,0
175395734978545024,0,0
244728496620858135,1,1
1094713922900457664,1,1
87268200077160740,0,0
211984944551160453,0,0
1055896594970270057,1,1
1110112082245217472,1,0
525875177353970685,1,1
864515744365766465,1,1
888284725981953944,0,0
173907170472569041,1,0
386752184192924152,0,1
422061234170614760,0,1
648310021910543179,1,0
355647006060697442,1,1
153848063510025390,1,0
928567654778779068,0,0
783950379432887793,0,0
875023320900378647,0,1
460881357845977925,1,0
217625518329627268,1,1
964755072381250585,0,0
1035783903526923554,1,0
924700478067216433,1,1
993387530554827458,0,0
706218566489460388,1,1
841486841159825790,1,1
846435278187666677,1,0
405509740147316465,0,0
61326691600009964,1,1
91786506850896109,0,1
704827424694447506,1,1
329402076620154322,0,0
1067539166894711959,0,1
504311605509954644,0,1
1082276550710304657,1,1
649728777218200487,0,0
952223954872690707,1,0
560111548743073089,0,0
99151583579927074,0,1
245307746213371486,0,0
80355368124081087,1,0
718980132017464519,0,0
822255639788265852,0,1
149352318893640425,0,0
521256586111010790,1,0
631342999313035428,1,1
18770508333516436,1,1
502958232285512705,0,1
248849246213802190,1,1
534657736189561798,1,1
745471362272689042,1,1
428680771085105688,1,0
915367018787294099,0,0
98745521299773185,1,1
632253844270541962,1,1
811438898588773920,0,0
740699905156669922,1,1
112307691371977881,1,1
368858493738688904,0,0
351709920289773354,1,0
849862821875691073,0,0
934440465829128956,0,0
545281677203631964,0,1
1063137551237749416,1,1
91900063401498458,1,1
140250360621430671,1,0
93132389445703391,0,0
261246805724182101,0,0
553482943776884722,1,1
1113527044358778371,0,0
83041242298507848,1,1
1004061427877720936,1,1
1018646262532072373,1,0
820807785303219179,0,0
316643468345422454,1,0
1109859797616953440,0,0
439125242191323245,0,1
1070659512316671070,0,0
434091914244550183,1,1
590299206984906256,1,1
434741984544972146,1,0
943971113118540117,1,0
1036139018815540297,0,0
696716060595010720,0,0
454194594306459089,1,1
928892284815050279,1,0
432649075000956517,0,0
206968051566751100,1,1
35508206224411751,1,1
645645936398337572,1,1
213591753272163894,1,1
647974429051508412,1,1
1106320859437894634,1,1
335307752462436433,0,1
1063357992897392366,1,1
1137792655682319629,0,0
690130569815449155,0,0
244896770026488507,1,1
1069127900568503418,0,0
945160595379860568,1,0
879931811601943858,1,1
640684277192809236,0,1
459955162091459898,0,1
774625661786556805,1,0
514572315155476369,0,0
911824453409154677,1,1
978204335742755900,0,0
272953455112302222,1,0
707707030758794397,0,0
391411155931043193,0,1
608634018966656066,0,0
54464016332907959,1,1
401446009712964354,1,1
145317044488043803,0,0
46189637264243889,1,0
143788928392868283,0,0
860813918373079634,0,0
647820827797918138,0,0
392333090445637400,1,0
467929639069686276,1,1
628008691618093671,1,1
737294293883980017,1,0
412507230427361800,0,0
112839501394254364,0,0
404818069576642420,0,1
1058361299759679952,1,1
1062144090478760603,1,1
1063152064769975221,1,0
524280537332356412,0,0
458631972835756368,1,1
596335763450993489,1,1
308803934206336044,0,1
143686040205031314,0,0
576209871207185342,0,0
509638496514462273,1,1
17395851347379698,0,1
282900045088459129,0,0
716639004370857309,0,0
1012429237366420679,0,0
50413567504353525,0,0
12554043481199124,0,0
818670123667038341,0,1
499198434073123001,0,0
645289524590286925,1,0
259952355685788645,1,1
322777896960219004,1,1
126479301904142325,1,0
658218925211676956,0,0
120215807737606390,1,1
246865592117342130,1,1
519959429306431638,1,0
44133777030926515,1,1
1079253319445273990,0,1
739066623847037947,1,1
335585125109843491,1,0
58061370423891238,1,1
574177020204774056,0,0
874770394112713672,1,0
916024345546522915,0,0
1041024115657797147,0,0
588833320564462280,1,1
160733032796363877,0,0
476210732863514091,1,0
1143511527861384689,0,0
957871302536792100,0,0
550631060642177599,0,0
230766785307902383,1,1
890404046794737609,1,1
237173635440836823,1,0
422132974822086041,1,1
250422548577037920,1,1
402928168761363902,0,0
872122747472217974,0,0
258824493191672971,1,0
778339998917175122,1,0
692265715675696926,1,1
759881360996080182,1,1
17555049912269386,1,1
756853621119082182,0,1
630904145971302754,1,1
14462853539942204,1,1
975138013892651028,1,1
345195139813956075,0,0
869718191499921876,1,1
400207506819594277,0,0
826383013597883522,1,1
483383816728047471,0,0
877522298692355964,1,1
789716441711287701,1,1
595579446850467006,1,0
162138467359443950,1,1
50876799716190154,1,1
251431849085115857,0,0
1053161892984903531,1,0
669314065656787465,1,0
625709422596413889,1,1
501238130084494399,1,1
662861814104255146,1,1
705515711040296442,1,0
29206581466139282,0,0
944598017574895113,1,1
329696410990244832,0,0
361833774543463663,0,0
173819204704847237,1,1
283483187105948274,1,1
518904407005764222,1,1
551171033837174501,1,1
597022125559559116,0,1
148390894741711256,1,1
767767647675410576,0,0
936797423312997685,1,1
959672813987383635,1,0
75413068352572936,0,0
207270336357359828,0,0
1100491074609759807,1,1
55344440651986605,1,1
130428131465301628,1,1
51735486007795058,1,1
658721555009859719,0,0
417538538987599226,0,0
380499865618577965,1,1
682914382000856587,0,0
146663711712157001,1,1
390775261008348285,0,0
867334003262728671,0,1
1082975920427576158,0,0
1095796044896344038,1,1
1019912756706660017,0,0
1061181737334607646,0,0
126774253113584018,0,0
984219840404475861,1,0
628384368791238391,0,0
1105639623800474488,0,1
736326934205861145,1,0
98885545472599865,1,0
382137947145242057,0,0
904803136671311254,0,1
358827840201452141,1,0
842632200208252012,0,0
1000965247639966485,1,1
24542965775366223,1,1
1103251288411225897,0,0
369930431443846199,1,0
323491755220971240,0,0
877708066341274074,0,0
921776181325484168,1,0
1057615967873018737,0,0
987050918255546889,0,0
1090977440054627339,1,0
760031064386871238,0,0
399537441696634768,1,1
204955471688081214,1,0
141721083204339908,0,0
719907965967009144,0,0
281094486330395766,0,0
291499811735311305,1,1
746877849366985415,1,1
228650607955142533,1,0
953858735270555958,1,1
538624842289063521,0,0
51185272394136968,1,1
674172123478580055,1,1
117573098766409457,1,0
494180989771770223,1,1
38778772105398583,0,1
169674895678794285,1,1
710782972169327064,0,0
640014799683390376,0,0
239473994404955050,1,1
447222020235975209,1,1
1085289949400699844,1,0
730580496326728567,0,0
979666864883568562,0,0
515734375454055406,0,0
1151757922969184344,1,1
195246033712258443,1,0
610597851365655576,1,0
1016016531722987654,1,0
306044236169648661,0,0
736873897545520913,1,1
467390206628318674,0,0
596679270888325312,0,0
45167629222628814,0,0
438814238630213441,0,0
374950243670130436,0,1
1050301356926032826,1,1
534391342718598882,1,1
1078904286712166824,0,0
1060588333113532790,0,1
171351130402688698,1,1
44297101275050208,1,1
1044246235172288154,1,1
963984198510498208,1,0
472243150182057168,1,1
897856570948852858,1,1
618288645127881639,1,1
546503367168914483,0,0
1061602885878596553,0,1
653601118523713582,0,1
1136454880082601681,1,1
